stock_code,description,category,units_sold,revenue,est_profit,n_orders,first_sold,last_sold,sales_velocity,days_since_sale,movement,restock_recommended
22934,BAKING MOULD EASTER EGG WHITE CHOC,Christmas & Seasonal,589,1707.47,491.185,78,2010-12-10 09:35:00,2011-11-11 13:06:00,12.270833333333334,27,Medium,False
22935,BAKING MOULD ROSE MILK CHOCOLATE,Kitchen & Dining,690,2066.82,497.0700000000001,65,2010-12-08 10:46:00,2011-12-08 13:47:00,13.232876712328766,0,Medium,False
22936,BAKING MOULD ROSE WHITE CHOCOLATE,Kitchen & Dining,279,895.97,261.245,50,2010-12-08 10:46:00,2011-12-08 13:47:00,5.350684931506849,0,Slow,False
22937,BAKING MOULD CHOCOLATE CUPCAKES,Kitchen & Dining,972,2563.24,828.2200000000001,160,2010-12-08 10:40:00,2011-12-07 08:45:00,18.743801652892564,2,Medium,False
22938,CUPCAKE LACE PAPER SET 6,Kitchen & Dining,3687,6891.249999999999,1858.495,273,2010-09-20 14:38:00,2011-12-08 16:30:00,58.12837837837838,0,Fast,True
22939,APRON APPLE DELIGHT,Lighting,700,3502.54,1077.0400000000002,181,2010-09-26 16:06:00,2011-12-06 09:31:00,11.264367816091951,3,Slow,False
22940,FELTCRAFT CHRISTMAS FAIRY,Christmas & Seasonal,3491,15282.81,4897.085000000001,586,2010-09-06 12:04:00,2011-12-09 10:03:00,53.35589519650655,0,Fast,True
22941,CHRISTMAS LIGHTS 10 REINDEER,Christmas & Seasonal,2615,21727.58,6168.330000000002,483,2010-10-21 10:47:00,2011-12-09 12:19:00,44.21497584541063,0,Medium,False
22942,CHRISTMAS LIGHTS 10 SANTAS,Christmas & Seasonal,1221,9466.41,2201.460000000001,246,2010-10-21 10:04:00,2011-12-09 10:46:00,20.644927536231883,0,Medium,False
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,Christmas & Seasonal,2381,11696.64,3446.4750000000004,356,2010-10-21 10:47:00,2011-12-09 10:23:00,40.35593220338984,0,Medium,False
22944,CHRISTMAS METAL POSTCARD WITH BELLS,Christmas & Seasonal,4870,3577.99,271.2600000000004,158,2010-09-19 12:39:00,2011-12-08 09:28:00,76.77927927927928,1,Fast,True
22945,CHRISTMAS METAL TAGS ASSORTED,Christmas & Seasonal,7641,7365.7,2819.305,338,2010-09-19 11:25:00,2011-12-08 09:28:00,120.4662162162162,1,Fast,True
22946,WOODEN ADVENT CALENDAR CREAM,Christmas & Seasonal,976,15060.57,3480.3300000000013,275,2010-09-16 12:27:00,2011-12-08 14:39:00,15.25,0,Medium,False
22947,WOODEN ADVENT CALENDAR RED,Christmas & Seasonal,1011,12704.15,935.0990000000016,209,2010-09-16 12:27:00,2011-11-30 15:33:00,16.08409090909091,8,Medium,False
22948,METAL DECORATION NAUGHTY CHILDREN,Home Decor,2155,2164.69,882.465,180,2010-09-16 09:54:00,2011-12-09 10:03:00,33.59688195991092,0,Medium,False
22949,36 DOILIES DOLLY GIRL,Toys & Games,2010,2858.19,818.0400000000001,177,2010-09-19 12:15:00,2011-12-06 16:26:00,31.7607223476298,2,Medium,False
22950,36 DOILIES VINTAGE CHRISTMAS,Christmas & Seasonal,8333,11452.64,2994.645000000001,352,2010-09-19 13:02:00,2011-11-07 11:33:00,141.23728813559322,32,Fast,False
22951,60 CAKE CASES DOLLY GIRL DESIGN,Kitchen & Dining,10993,5785.97,1553.6650000000002,634,2010-09-19 12:15:00,2011-12-09 10:03:00,172.92359550561798,0,Fast,True
22952,60 CAKE CASES VINTAGE CHRISTMAS,Christmas & Seasonal,32988,19240.05,6539.67,1144,2010-09-17 15:04:00,2011-12-09 10:51:00,516.5906040268457,0,Fast,True
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,Stationery & Craft,760,948.55,283.55,119,2010-11-04 16:16:00,2011-12-08 12:07:00,13.366834170854272,1,Medium,False
22954,HEN PARTY CORDON BARRIER TAPE,Stationery & Craft,238,293.89,85.64,50,2010-11-05 14:21:00,2011-11-24 14:40:00,4.338541666666667,14,Slow,False
22955,36 FOIL STAR CAKE CASES,Kitchen & Dining,1448,2885.26,756.7000000000002,185,2010-11-04 12:18:00,2011-12-09 10:03:00,25.403508771929825,0,Medium,False
22956,36 FOIL HEART CAKE CASES,Kitchen & Dining,2494,4878.900000000001,1212.7200000000005,256,2010-11-04 16:16:00,2011-12-09 11:34:00,43.75438596491228,0,Medium,False
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,Kitchen & Dining,1775,5014.650000000001,1349.275,214,2011-01-14 14:11:00,2011-09-29 13:38:00,48.34630350194552,70,Medium,False
22959,WRAP CHRISTMAS VILLAGE,Christmas & Seasonal,9738,3981.96,1118.988,284,2010-09-06 17:13:00,2011-12-08 11:53:00,149.1597374179431,1,Fast,True
22960,JAM MAKING SET WITH JARS,Kitchen & Dining,9019,38380.11,11548.585000000005,1159,2010-11-28 12:38:00,2011-12-09 10:26:00,168.35466666666667,0,Fast,True
22961,JAM MAKING SET PRINTED,Kitchen & Dining,17252,26888.43,9377.65,1200,2010-07-23 12:29:00,2011-12-09 10:26:00,240.08747514910536,0,Fast,True
22962,JAM JAR WITH PINK LID,Kitchen & Dining,4366,3640.93,1043.16,354,2010-11-28 11:04:00,2011-12-09 10:03:00,81.49866666666667,0,Fast,True
22963,JAM JAR WITH GREEN LID,Kitchen & Dining,3696,3079.41,880.29,319,2010-07-23 12:29:00,2011-12-09 10:03:00,51.43538767395626,0,Fast,True
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,Toys & Games,2761,5768.830000000001,1710.1600000000003,408,2010-11-21 13:46:00,2011-12-09 10:03:00,50.59424083769634,0,Fast,True
22965,3 TRADITIONAL BISCUIT CUTTERS  SET,Other,1842,3834.04,1126.3000000000002,260,2010-11-21 14:36:00,2011-12-09 10:03:00,33.753926701570684,0,Medium,False
22966,GINGERBREAD MAN COOKIE CUTTER,Other,8219,10131.26,2939.635,732,2010-11-09 12:39:00,2011-12-09 10:26:00,146.0228426395939,0,Fast,True
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,Kitchen & Dining,1171,3271.4100000000003,853.2950000000001,138,2011-01-14 14:11:00,2011-12-07 14:39:00,25.06727828746177,1,Medium,False
22968,ROSE COTTAGE KEEPSAKE BOX,Home Decor,1127,11184.82,3335.265000000001,306,2010-10-29 10:28:00,2011-12-08 16:30:00,19.479012345679013,0,Medium,False
22969,HOMEMADE JAM SCENTED CANDLES,Candles & Fragrance,14461,21501.99,6824.075000000001,709,2010-11-21 11:28:00,2011-12-09 10:03:00,264.9921465968587,0,Fast,True
22970,LONDON BUS COFFEE MUG,Kitchen & Dining,4334,10140.6,2404.410000000001,317,2010-12-15 17:28:00,2011-12-08 15:03:00,84.98039215686275,0,Fast,True
22971,QUEENS GUARD COFFEE MUG,Kitchen & Dining,2431,5849.29,1509.9550000000006,272,2010-12-16 10:52:00,2011-12-08 12:30:00,47.66666666666666,1,Medium,False
22972,CHILDREN'S SPACEBOY MUG,Kitchen & Dining,1882,3219.74,1046.0300000000002,243,2010-11-24 13:13:00,2011-12-08 13:36:00,34.7598944591029,0,Medium,False
22973,CHILDREN'S CIRCUS PARADE MUG,Kitchen & Dining,1361,2314.33,742.3750000000001,155,2010-11-23 17:53:00,2011-12-07 15:16:00,25.203703703703702,1,Medium,False
22974,CHILDRENS DOLLY GIRL MUG,Kitchen & Dining,1636,2795.8099999999995,906.2300000000002,211,2010-11-24 16:18:00,2011-12-08 09:28:00,30.296296296296298,1,Medium,False
22975,SPACEBOY CHILDRENS EGG CUP,Kitchen & Dining,1245,1679.66,590.285,193,2010-11-24 14:29:00,2011-12-09 10:03:00,22.99472295514512,0,Medium,False
22976,CIRCUS PARADE CHILDRENS EGG CUP,Kitchen & Dining,1127,1465.26,479.135,149,2010-11-24 16:18:00,2011-12-09 12:16:00,20.815303430079155,0,Medium,False
22977,DOLLY GIRL CHILDRENS EGG CUP,Kitchen & Dining,999,1313.86,439.735,140,2010-11-24 16:18:00,2011-12-09 10:03:00,18.451187335092342,0,Medium,False
22978,PANTRY ROLLING PIN,Other,2464,9564.98,3096.98,238,2011-02-17 13:28:00,2011-12-08 16:30:00,58.66666666666666,0,Fast,True
22979,PANTRY WASHING UP BRUSH,Other,4090,6391.82,2240.4700000000003,381,2011-03-02 08:26:00,2011-12-09 10:03:00,101.52482269503548,0,Fast,True
22980,PANTRY SCRUBBING BRUSH,Other,2363,3910.01,1180.7450000000003,291,2011-02-16 13:02:00,2011-12-09 10:03:00,56.07118644067796,0,Fast,True
22981,PANTRY APPLE CORER,Other,471,704.13,226.06500000000003,105,2011-03-03 15:02:00,2011-12-07 14:43:00,11.859712230215829,1,Slow,False
22982,PANTRY PASTRY BRUSH,Other,1154,1543.77,534.02,212,2011-03-02 12:18:00,2011-12-09 10:03:00,28.74733096085409,0,Medium,False
22983,CARD BILLBOARD FONT,Stationery & Craft,6695,2843.55,875.22,551,2010-09-14 17:50:00,2011-12-09 10:03:00,104.14444444444445,0,Fast,True
22984,CARD GINGHAM ROSE,Stationery & Craft,3349,1370.73,386.124,214,2010-09-12 14:34:00,2011-12-09 10:03:00,51.865044247787615,0,Fast,True
22985,"WRAP, BILLBOARD FONTS DESIGN",Stationery & Craft,4722,1895.24,506.972,136,2010-09-07 10:59:00,2011-12-09 11:34:00,72.17030567685589,0,Fast,True
22986,GINGHAM ROSE WRAP,Stationery & Craft,5795,2389.9,686.17,204,2010-09-07 10:59:00,2011-12-08 12:29:00,88.76367614879649,1,Fast,True
22987,"WRAP , SUMMER ROSE DESIGN",Stationery & Craft,252,105.84,31.752,11,2010-09-07 10:59:00,2011-10-10 16:36:00,4.432160804020101,59,Slow,False
22988,SOLDIERS EGG CUP,Kitchen & Dining,9363,11238.45,3045.8250000000003,446,2010-11-23 12:57:00,2011-12-09 10:03:00,172.4763157894737,0,Fast,True
22989,SET 2 PANTRY DESIGN TEA TOWELS,Home Decor,2811,8999.27,2604.2450000000003,372,2011-02-03 17:01:00,2011-12-09 10:03:00,63.88636363636363,0,Fast,True
22990,COTTON APRON PANTRY DESIGN,Home Decor,633,2917.4300000000003,724.0850000000002,164,2011-02-06 14:33:00,2011-12-08 19:57:00,14.527868852459015,0,Medium,False
22991,GIRAFFE WOODEN RULER,Other,3887,7604.889999999999,2299.135,274,2011-02-17 12:01:00,2011-12-09 12:16:00,92.23389830508474,0,Fast,True
22992,REVOLVER WOODEN RULER,Other,5233,10373.99,3230.945,348,2011-02-17 12:01:00,2011-12-09 12:16:00,124.1728813559322,0,Fast,True
22993,SET OF 4 PANTRY JELLY MOULDS,Other,12649,16478.48,5410.6050000000005,1073,2011-02-16 15:13:00,2011-12-09 12:19:00,300.1457627118644,0,Fast,True
22994,TRAVEL CARD WALLET RETROSPOT,Bags & Accessories,2194,956.94,311.904,218,2011-02-16 16:56:00,2011-12-09 08:48:00,52.06101694915254,0,Fast,True
22995,TRAVEL CARD WALLET SUKI,Bags & Accessories,2381,1058.64,358.62600000000003,266,2011-02-17 12:51:00,2011-12-09 10:03:00,56.69047619047619,0,Fast,True
22996,TRAVEL CARD WALLET VINTAGE TICKET,Bags & Accessories,4801,2094.93,683.436,408,2011-02-17 12:51:00,2011-12-09 10:03:00,114.3095238095238,0,Fast,True
22997,TRAVEL CARD WALLET UNION JACK,Bags & Accessories,2545,1094.93,346.7,222,2011-02-17 13:47:00,2011-12-09 10:03:00,60.595238095238095,0,Fast,True
22998,TRAVEL CARD WALLET KEEP CALM,Bags & Accessories,12366,5262.82,1627.216,534,2011-02-16 16:56:00,2011-12-09 10:03:00,293.43050847457624,0,Fast,True
22999,TRAVEL CARD WALLET VINTAGE LEAF,Bags & Accessories,2894,1252.59,401.754,222,2011-02-17 12:51:00,2011-12-09 10:03:00,68.9047619047619,0,Fast,True
23000,TRAVEL CARD WALLET TRANSPORT,Bags & Accessories,3169,1368.28,436.594,278,2011-02-16 16:56:00,2011-12-09 08:48:00,75.19661016949152,0,Fast,True
23002,TRAVEL CARD WALLET SKULLS,Bags & Accessories,2119,914.37,291.384,192,2011-02-16 16:56:00,2011-12-09 08:48:00,50.28135593220339,0,Fast,True
23003,TRAVEL CARD WALLET VINTAGE ROSE,Bags & Accessories,542,226.2,66.852,53,2011-02-16 16:56:00,2011-06-12 12:34:00,32.99130434782609,180,Dormant,False
23004,TRAVEL CARD WALLET PANTRY,Bags & Accessories,2002,903.16,314.572,221,2011-02-16 16:56:00,2011-12-09 08:48:00,47.50508474576271,0,Medium,False
23005,TRAVEL CARD WALLET I LOVE LONDON,Bags & Accessories,4733,2126.55,735.048,241,2011-02-17 13:47:00,2011-12-09 10:03:00,112.6904761904762,0,Fast,True
23006,TRAVEL CARD WALLET FLOWER MEADOW,Bags & Accessories,1758,762.75,245.898,173,2011-02-16 16:56:00,2011-12-08 16:30:00,41.85714285714285,0,Medium,False
23007,SPACEBOY BABY GIFT SET,Toys & Games,498,7741.749999999999,1832.9800000000005,184,2011-03-09 12:37:00,2011-12-09 10:03:00,12.722627737226276,0,Medium,False
23008,DOLLY GIRL BABY GIFT SET,Toys & Games,433,6719.61,1582.0650000000005,133,2011-03-09 15:20:00,2011-12-08 16:30:00,11.062043795620436,0,Slow,False
23009,I LOVE LONDON BABY GIFT SET,Other,263,4082.52,962.0250000000002,103,2011-03-09 15:17:00,2011-12-09 10:03:00,6.71897810218978,0,Slow,False
23010,CIRCUS PARADE BABY GIFT SET,Other,315,4879.599999999999,1142.1250000000002,111,2011-03-09 12:37:00,2011-12-04 12:02:00,8.197026022304833,5,Slow,False
23012,GLASS APOTHECARY BOTTLE PERFUME,Kitchen & Dining,1071,4197.110000000001,1235.795,246,2011-06-14 13:04:00,2011-12-09 10:26:00,42.35593220338984,0,Medium,False
23013,GLASS APOTHECARY BOTTLE TONIC,Kitchen & Dining,924,3674.16,1119.3,223,2011-06-14 14:49:00,2011-12-09 10:26:00,36.54237288135593,0,Medium,False
23014,GLASS APOTHECARY BOTTLE ELIXIR,Kitchen & Dining,856,3419.5800000000004,1052.74,209,2011-06-14 13:04:00,2011-12-09 10:26:00,33.85310734463277,0,Medium,False
23015,CORDIAL GLASS JUG,Kitchen & Dining,40,338.38,107.38000000000002,18,2011-06-17 11:04:00,2011-11-24 15:01:00,1.75,14,Slow,False
23016,GLASS TWIST BON BON JAR,Other,74,575.25,168.62000000000006,24,2011-06-16 16:57:00,2011-12-06 12:38:00,3.011627906976744,3,Slow,False
23017,APOTHECARY MEASURING JAR,Jewellery,67,826.28,240.03000000000003,22,2011-06-26 13:56:00,2011-12-08 09:20:00,2.859756097560976,1,Slow,False
23018,LARGE APOTHECARY MEASURING JAR,Jewellery,51,612.1600000000001,165.91000000000005,21,2011-06-26 13:56:00,2011-11-16 15:26:00,2.4965034965034967,22,Slow,False
23019,SMALL APOTHECARY MEASURING JAR,Jewellery,81,629.0500000000001,161.27500000000006,28,2011-06-21 14:00:00,2011-12-08 12:26:00,3.3550295857988166,1,Slow,False
23020,GLASS  SONGBIRD STORAGE JAR,Garden & Outdoor,180,2191.84,616.84,76,2011-06-14 13:40:00,2011-12-06 12:21:00,7.241379310344827,3,Slow,False
23021,GLASS BONNE JAM JAR,Kitchen & Dining,120,500.8200000000001,152.22,27,2011-06-20 09:41:00,2011-12-06 11:39:00,4.9704142011834325,3,Slow,False
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,Candles & Fragrance,422,808.16,193.72800000000004,22,2011-06-15 15:35:00,2011-12-05 14:40:00,17.174418604651162,3,Medium,False
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,Candles & Fragrance,274,437.82,121.35000000000004,25,2011-06-20 15:47:00,2011-12-05 13:14:00,11.48502994011976,3,Slow,False
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,Candles & Fragrance,255,667.8500000000001,151.985,11,2011-06-22 15:41:00,2011-11-14 13:55:00,12.395833333333332,24,Medium,False
23025,DRAWER KNOB VINTAGE GLASS BALL,Home Decor,350,760.8000000000001,251.20000000000005,54,2011-06-27 08:50:00,2011-12-02 10:32:00,15.50632911392405,7,Medium,False
23026,DRAWER KNOB VINTAGE GLASS STAR,Home Decor,556,1198.96,389.424,62,2011-06-16 17:08:00,2011-12-07 11:42:00,22.497109826589597,2,Medium,False
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,Home Decor,295,627.95,198.43000000000004,30,2011-06-22 14:38:00,2011-12-02 10:32:00,12.746913580246916,7,Medium,False
23028,DRAWER KNOB CRACKLE GLAZE BLUE,Home Decor,1369,2377.13,795.9350000000002,137,2011-06-14 13:51:00,2011-11-02 13:46:00,68.45,36,Fast,False
23029,DRAWER KNOB CRACKLE GLAZE GREEN,Home Decor,1352,2303.92,742.3600000000001,156,2011-06-14 13:51:00,2011-12-08 15:54:00,53.46892655367232,0,Fast,True
23031,DRAWER KNOB CRACKLE GLAZE PINK,Home Decor,1278,2152.3,676.2100000000002,155,2011-06-14 13:51:00,2011-12-07 14:39:00,50.82954545454545,1,Fast,True
23032,DRAWER KNOB CRACKLE GLAZE IVORY,Home Decor,2328,3853.68,1164.8400000000004,199,2011-06-14 13:51:00,2011-11-27 11:05:00,98.76363636363637,12,Fast,True
23033,DRAWER KNOB CERAMIC RED,Home Decor,714,1058.9,334.19000000000005,74,2011-06-14 13:51:00,2011-12-09 11:34:00,28.23728813559322,0,Medium,False
23034,DRAWER KNOB CERAMIC BLACK,Home Decor,979,1448.6699999999998,454.98500000000007,88,2011-06-14 13:51:00,2011-12-09 11:34:00,38.717514124293785,0,Medium,False
23035,DRAWER KNOB CERAMIC IVORY,Home Decor,2191,3199.99,976.125,191,2011-06-14 13:15:00,2011-12-08 16:30:00,86.64971751412429,0,Fast,True
23036,T-LIGHT HOLDER SILVER PETIT FOUR,Candles & Fragrance,184,232.42,71.42,16,2011-06-22 11:59:00,2011-12-06 11:39:00,7.759036144578313,3,Slow,False
23037,CANDLE HOLDER SILVER MADELINE,Candles & Fragrance,196,325.16,98.78000000000004,20,2011-06-24 12:44:00,2011-12-09 12:16:00,8.215568862275449,0,Slow,False
23038,T-LIGHT HOLDER SILVER SAUCER,Candles & Fragrance,44,42.92,-7.283999999999994,8,2011-07-11 14:46:00,2011-12-05 17:17:00,2.095238095238096,3,Slow,False
23039,T-LIGHT HOLDER SILVER HEART HANDLE,Candles & Fragrance,199,399.71,128.075,28,2011-06-19 10:35:00,2011-12-05 09:15:00,8.291666666666666,4,Slow,False
23040,PAPER LANTERN 9 POINT SNOW STAR,Stationery & Craft,253,1394.03,375.70500000000015,41,2011-04-28 13:35:00,2011-12-09 11:34:00,7.90625,0,Slow,False
23041,PAPER LANTERN 9 POINT SNOW STAR,Stationery & Craft,272,1178.48,388.32,54,2011-04-28 13:35:00,2011-12-09 11:34:00,8.5,0,Slow,False
23042,PAPER LANTERN 7 POINT SNOW STAR,Stationery & Craft,103,711.51,232.045,28,2011-04-28 13:35:00,2011-12-05 11:48:00,3.277272727272728,4,Slow,False
23043,PAPER LANTERN 9 POINT HOLLY STAR L,Stationery & Craft,81,543.51,189.135,23,2011-05-05 18:16:00,2011-12-05 17:28:00,2.6619718309859155,3,Slow,False
23044,PAPER LANTERN 9 POINT HOLLY STAR S,Stationery & Craft,101,423.29,129.88500000000002,25,2011-05-08 11:41:00,2011-12-01 13:28:00,3.4154589371980677,7,Slow,False
23045,PAPER LANTERN 5 POINT STAR MOON,Stationery & Craft,118,497.9800000000001,155.19000000000003,25,2011-05-05 18:16:00,2011-12-07 10:35:00,3.841860465116279,2,Slow,False
23046,PAPER LANTERN 9 POINT DELUXE STAR,Stationery & Craft,349,2111.49,486.895,36,2011-05-08 11:41:00,2011-12-05 16:05:00,11.5781990521327,3,Slow,False
23047,PAPER LANTERN 5 POINT SEQUIN STAR,Stationery & Craft,58,333.5,100.05000000000004,25,2011-05-08 11:41:00,2011-11-24 12:30:00,2.03,15,Slow,False
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,Lighting,577,2368.37,692.185,99,2011-04-28 13:35:00,2011-12-08 16:30:00,18.03125,0,Medium,False
23049,RECYCLED ACAPULCO MAT RED,Other,456,3896.84,1263.4400000000005,186,2011-03-04 13:58:00,2011-12-01 14:38:00,11.73529411764706,7,Slow,False
23050,RECYCLED ACAPULCO MAT GREEN,Other,497,4286.55,1416.3750000000002,205,2011-03-04 13:58:00,2011-12-09 10:03:00,12.469534050179211,0,Medium,False
23051,RECYCLED ACAPULCO MAT BLUE,Other,365,3223.49,1115.6150000000002,162,2011-03-04 13:58:00,2011-12-09 10:03:00,9.157706093189963,0,Slow,False
23052,RECYCLED ACAPULCO MAT TURQUOISE,Other,654,5949.34,2172.49,278,2011-03-04 13:58:00,2011-12-09 10:03:00,16.408602150537636,0,Medium,False
23053,RECYCLED ACAPULCO MAT PINK,Other,364,3254.32,1152.2200000000005,164,2011-03-04 13:58:00,2011-12-09 10:03:00,9.132616487455198,0,Slow,False
23054,RECYCLED ACAPULCO MAT LAVENDER,Other,295,2604.93,901.3050000000002,130,2011-03-04 13:58:00,2011-12-09 10:03:00,7.401433691756273,0,Slow,False
23055,IVORY CHANDELIER T-LIGHT HOLDER,Candles & Fragrance,657,1395.18,-1479.1950000000002,38,2011-04-19 14:56:00,2011-11-18 11:35:00,21.693396226415096,21,Medium,False
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,Candles & Fragrance,963,2898.12,-1315.005,39,2011-04-19 14:56:00,2011-11-23 13:39:00,31.06451612903226,15,Medium,False
23057,BEADED CHANDELIER T-LIGHT HOLDER,Candles & Fragrance,773,1768.67,-909.775,45,2011-04-18 11:10:00,2011-11-18 11:35:00,25.28504672897196,21,Medium,False
23058,CHRISTMAS HANGING SNOWFLAKE,Christmas & Seasonal,490,430.86,159.89000000000004,48,2011-09-14 09:27:00,2011-12-07 11:42:00,40.833333333333336,2,Medium,False
23060,HEART BEADED TRELLIS DECORATION,Jewellery,249,528.1700000000001,165.62600000000003,42,2011-04-18 10:41:00,2011-12-07 13:12:00,7.48068669527897,1,Slow,False
23061,VINTAGE EMBOSSED HEART,Home Decor,1015,1332.68,444.555,117,2011-04-19 13:57:00,2011-12-08 09:20:00,30.625,1,Medium,False
23064,CINDERELLA CHANDELIER,Other,221,3717.56,-4009.704999999999,23,2011-04-28 13:35:00,2011-11-03 14:32:00,8.185185185185185,35,Slow,False
23065,LARGE DECO JEWELLERY STAND,Jewellery,273,3427.44,1038.69,99,2011-04-15 16:11:00,2011-10-20 12:23:00,10.219251336898395,50,Slow,False
23066,SMALL DECO JEWELLERY STAND,Jewellery,259,2137.81,642.0850000000002,85,2011-04-18 14:01:00,2011-10-13 14:33:00,10.185393258426966,56,Slow,False
23067,HANGING ENGRAVED METAL HEART,Home Decor,294,1236.66,382.59,78,2011-04-26 16:45:00,2011-12-07 13:12:00,9.1875,1,Slow,False
23068,ALUMINIUM STAMPED HEART,Home Decor,809,1966.93,556.8430000000001,136,2011-04-18 14:01:00,2011-12-06 11:58:00,24.51515151515152,3,Medium,False
23069,EDWARDIAN PHOTO FRAME,Home Decor,88,556.21,171.21,32,2011-04-26 15:04:00,2011-12-04 13:00:00,2.7873303167420813,4,Slow,False
23070,EDWARDIAN HEART PHOTO FRAME,Home Decor,160,709.5400000000001,244.74,44,2011-05-04 14:11:00,2011-12-06 16:26:00,5.185185185185185,2,Slow,False
23071,MARIE ANTOINETTE TRINKET BOX GOLD,Home Decor,315,1205.1,-1551.15,19,2011-04-20 11:11:00,2011-10-26 13:36:00,11.666666666666666,43,Slow,False
23072,MARIE ANTOINETTE TRINKET BOX SILVER,Home Decor,334,1273.76,-1648.74,30,2011-05-08 11:37:00,2011-10-26 13:36:00,13.672514619883042,43,Medium,False
23073,GEORGIAN TRINKET BOX,Home Decor,143,1706.5,455.25,61,2011-04-19 08:17:00,2011-12-01 19:42:00,4.429203539823009,7,Slow,False
23074,EMBOSSED HEART TRINKET BOX,Home Decor,246,547.27,189.094,48,2011-09-11 13:51:00,2011-12-09 10:03:00,19.56818181818182,0,Medium,False
23075,PARLOUR CERAMIC WALL HOOK,Home Decor,472,1960.3,589.14,80,2011-04-18 14:21:00,2011-12-08 12:07:00,14.180257510729614,1,Medium,False
23076,ICE CREAM SUNDAE LIP GLOSS,Other,8076,9935.76,2869.26,277,2011-03-24 09:44:00,2011-12-09 10:03:00,217.4307692307692,0,Fast,True
23077,DOUGHNUT LIP GLOSS,Other,10395,13695.77,4600.145,344,2011-03-24 08:44:00,2011-12-09 11:59:00,279.8653846153846,0,Fast,True
23078,ICE CREAM PEN LIP GLOSS,Stationery & Craft,6831,8553.34,2576.215,257,2011-03-24 10:40:00,2011-12-07 12:11:00,185.3372093023256,2,Fast,True
23079,TOADSTOOL BEDSIDE LIGHT,Lighting,251,2225.45,652.9350000000002,106,2011-05-11 13:20:00,2011-12-07 14:43:00,8.366666666666667,1,Slow,False
23080,RED METAL BOX TOP SECRET,Home Decor,1074,9117.62,2915.2700000000004,257,2011-05-11 10:18:00,2011-12-09 10:26:00,35.4622641509434,0,Medium,False
23081,GREEN METAL BOX ARMY SUPPLIES,Home Decor,483,4038.25,1248.9250000000002,139,2011-05-10 13:33:00,2011-12-08 16:30:00,15.94811320754717,0,Medium,False
23082,SET 6 PAPER TABLE LANTERN HEARTS,Stationery & Craft,2328,8558.76,2447.76,297,2011-05-11 11:57:00,2011-12-09 10:03:00,77.23222748815166,0,Fast,True
23083,SET 6 PAPER TABLE LANTERN STARS,Stationery & Craft,1932,7250.900000000001,2179.4,246,2011-05-15 11:17:00,2011-12-09 10:03:00,65.33333333333333,0,Fast,True
23084,RABBIT NIGHT LIGHT,Lighting,30739,66870.03,22114.046,994,2011-05-10 14:20:00,2011-12-09 12:31:00,1014.9669811320756,0,Fast,True
23085,ANTIQUE SILVER BAUBLE LAMP,Lighting,376,3583.23,845.9500000000003,78,2011-05-16 12:25:00,2011-12-08 19:28:00,12.776699029126217,0,Medium,False
23086,ZINC  STAR T-LIGHT HOLDER,Candles & Fragrance,1225,1451.43,379.555,47,2011-05-16 15:47:00,2011-12-08 09:28:00,41.829268292682926,1,Medium,False
23087,ZINC  HEART T-LIGHT HOLDER,Candles & Fragrance,868,1090.66,331.16,69,2011-05-13 12:13:00,2011-12-08 09:28:00,29.21153846153846,1,Medium,False
23088,ZINC HEART FLOWER T-LIGHT HOLDER,Candles & Fragrance,795,1033.28,337.655,79,2011-05-12 18:19:00,2011-12-09 10:03:00,26.5,0,Medium,False
23089,GLASS BON BON JAR,Other,2354,4215.78,1002.57,225,2011-05-12 15:17:00,2011-12-09 10:03:00,78.46666666666667,0,Fast,True
23090,VINTAGE GLASS T-LIGHT HOLDER,Candles & Fragrance,2237,1870.03,570.333,149,2011-05-16 08:13:00,2011-12-07 13:53:00,76.38536585365854,1,Fast,True
23091,ZINC HERB GARDEN CONTAINER,Garden & Outdoor,580,3656.32,1118.82,209,2011-05-11 09:28:00,2011-11-10 18:04:00,22.18579234972677,28,Medium,False
23092,LARGE ANTIQUE WHITE PHOTO FRAME,Home Decor,523,3757.78,865.59,135,2011-05-16 10:43:00,2011-12-08 16:30:00,17.771844660194176,0,Medium,False
23093,SMALL PARISIENNE HEART PHOTO FRAME,Home Decor,939,2239.24,602.5630000000001,142,2011-05-11 12:32:00,2011-12-09 10:03:00,31.151658767772517,0,Medium,False
23094,LE GRAND TRAY CHIC SET,Kitchen & Dining,152,1924.92,594.92,79,2011-05-11 09:55:00,2011-11-28 15:31:00,5.293532338308458,10,Slow,False
23096,PETIT TRAY CHIC,Kitchen & Dining,1033,1736.6899999999998,543.5750000000002,146,2011-05-10 16:00:00,2011-12-08 16:30:00,34.10849056603774,0,Medium,False
